question_number,chapter_number,question,choice_a,choice_b,choice_c,choice_d,answer
469,ない,閉める,閉めらない,閉めまない,閉めるなない,閉めない,D
470,ない,閉まる,閉まりない,閉まろない,閉まれない,閉まらない,D
471,ない,見せる,見せない,見せまない,見せらない,見せるない,A
472,ない,貸す,貸しなない,貸せない,貸そない,貸さない,D
473,ない,借りる,借りまない,借りるない,借りない,借りらない,C
474,ない,教える,教えまない,教えらない,教えるない,教えない,D
475,ない,習う,習わない,習えない,習いない,習おない,A
476,ない,分かる,分かりない,分かれない,分かろない,分からない,D
477,ない,分ける,分けまない,分けらない,分けない,分けるない,C
478,ない,忘れる,忘れまない,忘れない,忘れらない,忘れるなない,B
479,ない,覚える,覚えまない,覚えない,覚えらない,覚えるない,B
480,ない,置く,置こない,置きない,置けない,置かない,D
481,ない,切る,切りない,切らない,切れない,切ろない,B
482,ない,消す,消せない,消そない,消さない,消しなない,C
483,ない,消える,消えない,消えまない,消えらない,消えるなない,A
484,ない,押す,押しなない,押そない,押さない,押せない,C
485,ない,引く,引こない,引けない,引きない,引かない,D
486,ない,乗る,乗れない,乗ろない,乗らない,乗りない,C
487,ない,降りる,降りまない,降りない,降りらない,降りるない,B
488,ない,着る,着ない,着まない,着らない,着るない,A
489,ない,脱ぐ,脱げない,脱ぎない,脱がない,脱ごない,C
490,ない,洗う,洗えない,洗わない,洗いなない,洗おない,B
491,ない,掃除する,掃除しない,掃除すらない,掃除せない,掃除するない,A
492,ない,洗濯する,洗濯すらない,洗濯せない,洗濯するない,洗濯しない,D
493,ない,晴れる,晴れまない,晴れない,晴れらない,晴れるなない,B
494,ない,降る,降れない,降ろない,降らない,降りない,C
495,ない,始まる,始まりない,始まろない,始まれない,始まらない,D
496,ない,終わる,終われない,終わらない,終わりない,終わろない,B
497,ない,返す,返せない,返そない,返しなない,返さない,D
498,ない,撮る,撮りない,撮らない,撮れない,撮ろない,B
499,ない,取る,取ろない,取らない,取りない,取れない,B
500,ない,持つ,持ちない,持たない,持てない,持となない,B
501,ない,持って行く,持って行けない,持って行かない,持って行きない,持って行こない,B
502,ない,持って来る,持って来らない,持って来れない,持って来ない,持って来るない,D
503,ない,分かれる,分かれまない,分かれらない,分かれない,分かれるない,C
504,ない,困る,困らない,困れない,困りない,困ろない,A
505,ない,死ぬ,死ねない,死なない,死にない,死ぬない,B
506,ない,曲がる,曲がりない,曲がらない,曲がれない,曲がろない,B
507,ない,鳴く,鳴こない,鳴きない,鳴かない,鳴けない,C
508,ない,笑う,笑えない,笑わない,笑おない,笑いなない,B
509,ない,泣く,泣けない,泣かない,泣きない,泣こない,B
510,ない,探す,探さない,探せない,探しなない,探そない,A
511,ない,住む,住めない,住みない,住まない,住もなない,C
512,ない,吸う,吸えない,吸わない,吸いなない,吸おない,B
513,ない,聞こえる,聞こえない,聞こえまない,聞こえらない,聞こえるなない,A
514,ない,見える,見えるなない,見えまない,見えない,見えらない,C
515,ない,立てる,立てない,立てまない,立てらない,立てるなない,A
516,ない,入れる,入れまない,入れらない,入れない,入れるなない,D
517,ない,出す,出せない,出しなない,出そない,出さない,D
518,ない,見つける,見つけるなない,見つけまない,見つけない,見つけらない,C
519,ない,かかる,かからない,かかれない,かかりない,かかろない,A
520,ない,頑張る,頑張らない,頑張れない,頑張りない,頑張ろない,A
521,ない,練習する,練習せない,練習すらない,練習するない,練習しない,D
522,ない,散歩する,散歩すらない,散歩しない,散歩せない,散歩するない,B
523,ない,結婚する,結婚するない,結婚しない,結婚すらない,結婚せない,B
524,ない,旅行する,旅行せない,旅行するない,旅行すらない,旅行しない,D
525,ない,成る,成らない,成れない,成りない,成ろない,A
526,ません,ある,あらない,ありません,ありなせん,あれなせん,B
527,ません,いる,いない,いれます,いななせん,いません,D
528,ません,行く,行きません,いかない,行けません,行きなせん,A
529,ません,来る,きなせん,くるません,来ません,こない,C
530,ません,帰る,帰らない,帰りません,帰れます,帰れなせん,B
531,ません,見る,見ません,見りません,見ない,見ななせん,A
532,ません,聞く,聞きなせん,聞きません,聞きません,聞けません,C
533,ません,話す,話さない,話しません,話せません,話しななせん,B
534,ません,言う,言わない,言えません,言いなせん,言いません,D
535,ません,読む,読みません,読まない,読めません,読みなせん,A
536,ません,書く,書きなせん,書きません,書きません,書けません,C
537,ません,食べる,食べなせん,食べません,食べりません,食べない,B
538,ません,飲む,飲みなせん,飲まない,飲めません,飲みません,D
539,ません,寝る,寝ません,寝なせん,寝ない,寝りません,A
540,ません,起きる,起きなせん,起きりません,起きません,起きない,C
541,ません,する,しません,しなせん,さない,すりません,A
542,ません,勉強する,勉強さない,勉強しません,勉強すりません,勉強なせん,B
543,ません,働く,働きなせん,働かない,働きません,働けません,C
544,ません,休む,休まない,休めません,休みなせん,休みません,D
545,ません,会う,会いません,会わない,会えません,会いなせん,A
546,ません,買う,買いなせん,買いません,買わない,買えません,B
547,ません,売る,売らない,売れなせん,売りません,売りなせん,C
548,ません,作る,作らなせん,作りなせん,作らない,作りません,D
549,ません,使う,使いません,使わない,使えません,使いなせん,A
550,ません,泳ぐ,泳ぎなせん,泳ぎません,泳がない,泳げません,B
551,ません,遊ぶ,遊ばない,遊べなせん,遊びません,遊びなせん,C
552,ません,歌う,歌わない,歌えません,歌いなせん,歌いません,D
553,ません,待つ,待ちません,待たない,待てません,待ちなせん,A
554,ません,立つ,立ちなせん,立ちません,立たない,立てません,B
555,ません,座る,座らない,座れなせん,座りません,座りなせん,C
556,ません,歩く,歩かない,歩けなせん,歩きなせん,歩きません,D
557,ません,走る,走りません,走らない,走れなせん,走りなせん,A
558,ません,入る,入りなせん,入りません,入らない,入れなせん,B
559,ません,出る,出ない,出りません,出ません,出なせん,C
560,ません,開ける,開けりません,開けない,開けなせん,開けません,D
561,ません,開く,開きません,開かない,開けません,開きなせん,A
562,ません,閉める,閉めりません,閉めません,閉めなせん,閉めない,B
563,ません,閉まる,閉まらない,閉まれなせん,閉まりません,閉まりなせん,C
564,ません,見せる,見せない,見せりません,見せなせん,見せません,D
565,ません,貸す,貸しません,貸さない,貸せません,貸しなせん,A
566,ません,借りる,借りりません,借りません,借りない,借りなせん,B
567,ません,教える,教えなせん,教えりません,教えません,教えない,C
568,ません,習う,習わない,習えません,習いなせん,習いません,D
569,ません,分かる,分かりません,分からない,分かれなせん,分かりなせん,A
570,ません,分ける,分けりません,分けません,分けない,分けなせん,B
571,ません,忘れる,忘れない,忘れりません,忘れません,忘れなせん,C
572,ません,覚える,覚えりません,覚えなせん,覚えない,覚えません,D
573,ません,要る,いりません,いらない,いれなせん,いりなせん,A
574,ません,置く,置きなせん,置きません,置かない,置けません,B
575,ません,切る,切らない,切りなせん,切りません,切れません,C
576,ません,消す,消さない,消せません,消しなせん,消しません,D
577,ません,消える,消えません,消えない,消えりません,消えなせん,A
578,ません,押す,押しなせん,押しません,押さない,押せません,B
579,ません,引く,引かない,引けなせん,引きません,引きなせん,C
580,ません,乗る,乗りなせん,乗らない,乗れなせん,乗りません,D
581,ません,降りる,降りません,降りない,降りりません,降りなせん,A
582,ません,着る,着りません,着ません,着ない,着なせん,B
583,ません,脱ぐ,脱がない,脱げなせん,脱ぎません,脱ぎなせん,C
584,ません,洗う,洗わない,洗えなせん,洗いなせん,洗いません,D
585,ません,掃除する,掃除しません,掃除さない,掃除すりません,掃除なせん,A
586,ません,洗濯する,洗濯さない,洗濯しません,洗濯すりません,洗濯なせん,B
587,ません,晴れる,晴れない,晴れりません,晴れません,晴れなせん,C
588,ません,降る,降りなせん,降らない,降れなせん,降りません,D
589,ません,始まる,始まりません,始まらない,始まれなせん,始まりなせん,A
590,ません,終わる,終わりなせん,終わりません,終わらない,終われなせん,B
591,ません,返す,返さない,返せなせん,返しません,返しなせん,C
592,ません,撮る,撮りなせん,撮らない,撮れなせん,撮りません,D
593,ません,取る,取りません,取らない,取れなせん,取りなせん,A
594,ません,持つ,持ちなせん,持ちません,持たない,持てなせん,B
595,ません,持って行く,持って行かない,持って行けなせん,持って行きません,持って行きなせん,C
596,ません,持って来る,持ってきなせん,持ってこない,持ってこなせん,持って来ません,D
597,ません,分かれる,分かれません,分かれない,分かれりません,分かれなせん,A
598,ません,困る,困らない,困りません,困れなせん,困りなせん,B
599,ません,死ぬ,死なない,死ねなせん,死にません,死になせん,C
600,ません,曲がる,曲がりなせん,曲がらない,曲がれなせん,曲がりません,D
601,ません,鳴く,鳴きません,鳴かない,鳴けなせん,鳴きなせん,A
602,ません,笑う,笑わない,笑いません,笑えなせん,笑いなせん,B
603,ません,泣く,泣かない,泣けなせん,泣きません,泣きなせん,C
604,ません,探す,探さない,探せなせん,探しなせん,探しません,D
605,ません,住む,住みません,住まない,住めなせん,住みなせん,A
606,ません,吸う,吸わない,吸いません,吸えなせん,吸いなせん,B
607,ません,聞こえる,聞こえない,聞こえりません,聞こえません,聞こえなせん,C
608,ません,見える,見えない,見えりません,見えなせん,見えません,D
609,ません,立てる,立てません,立てない,立てりません,立てなせん,A
610,ません,入れる,入れりません,入れません,入れない,入れなせん,B
611,ません,出す,出さない,出せなせん,出しません,出しなせん,C
612,ません,見つける,見つけない,見つけりません,見つけなせん,見つけません,D
613,ません,かかる,かかりません,かからない,かかれなせん,かかりなせん,A
614,ません,頑張る,頑張らない,頑張りません,頑張れなせん,頑張りなせん,B
615,ません,練習する,練習さない,練習すりません,練習しません,練習なせん,C
616,ません,散歩する,散歩さない,散歩すりません,散歩なせん,散歩しません,D
617,ません,結婚する,結婚しません,結婚さない,結婚すりません,結婚なせん,A
618,ません,旅行する,旅行さない,旅行しません,旅行すりません,旅行なせん,B
619,ません,有る,有らない,有りなせん,ありません,有れません,C
620,ません,成る,成りなせん,成らない,成れなせん,なりません,D
621,ません,褒める,褒めません,褒めりません,褒めない,褒めなせん,A
622,ません,誘う,誘わない,誘いません,誘えなせん,誘いなせん,B
623,ません,助ける,助けない,助けりません,助けません,助けなせん,C
624,ません,頼む,頼まない,頼めなせん,頼みなせん,頼みません,D
625,ません,招待する,招待しません,招待さない,招待すりません,招待なせん,A
626,ません,分ける,分けりません,分けません,分けない,分けなせん,B
627,ません,忘れる,忘れない,忘れりません,忘れません,忘れなせん,C
628,ません,覚える,覚えりません,覚えなせん,覚えない,覚えません,D
1,でした,褒める,褒めりました,褒めました,褒めた,褒めなした,B
2,でした,誘う,誘わました,誘いました,誘いました,誘った,C
3,でした,助ける,助けました,助けりました,助けた,助けなした,A
4,でした,頼む,頼みました,頼めました,頼んだ,頼みました,D
5,でした,招待する,招待しなした,招待しました,招待した,招待するました,B
6,でした,ある,あった,ありませんでした,ありなした,ありました,D
7,でした,いる,いました,いりました,いた,いなした,A
8,でした,行く,行きました,行った,行きました,行けました,C
9,でした,来る,きました,来ました,くるました,きた,B
10,でした,帰る,帰りました,帰れました,帰った,帰りなした,A
11,でした,見る,見りました,見た,見ました,見なした,C
12,でした,聞く,聞きなした,聞きました,聞けました,聞いた,B
13,でした,話す,話しました,話なした,話した,話しました,D
14,でした,言う,言いました,言いました,言った,言わました,B
15,でした,読む,読みました,読んだ,読めました,読みなした,A
16,でした,書く,書きなした,書けました,書いた,書きました,D
17,でした,食べる,食べりました,食べた,食べました,食べなした,C
18,でした,飲む,飲みなした,飲みました,飲めました,飲んだ,B
19,でした,寝る,寝ました,寝ました,寝た,寝りなした,A
20,でした,起きる,起きりました,起きた,起きなした,起きました,D
21,でした,する,なした,すりました,しました,した,C
22,でした,勉強する,勉強しました,勉強しなした,勉強した,勉強すりました,A
23,でした,働く,働きなした,働きました,働けました,働いた,B
24,でした,休む,休んだ,休めました,休みました,休みなした,C
25,でした,会う,会わました,会いました,会った,会いました,D
26,でした,買う,買いました,買った,買えました,買いなした,A
27,でした,売る,売った,売りました,売れました,売りなした,B
28,でした,作る,作りなした,作った,作りました,作れました,C
29,でした,使う,使わました,使いました,使った,使いました,D
30,でした,泳ぐ,泳ぎました,泳いだ,泳げました,泳ぎなした,A
31,でした,遊ぶ,遊びなした,遊びました,遊んだ,遊べました,B
32,でした,歌う,歌った,歌えました,歌いました,歌いなした,C
33,でした,待つ,待ちました,待った,待てました,待ちました,D
34,でした,立つ,立ちました,立った,立てました,立ちなした,A
35,でした,座る,座った,座りました,座れました,座りなした,B
36,でした,歩く,歩いた,歩けました,歩きました,歩きなした,C
37,でした,走る,走りました,走った,走りなした,走りました,D
38,でした,入る,入りました,入った,入れました,入りなした,A
39,でした,出る,出ました,出ました,出た,出りなした,B
40,でした,開ける,開けた,開けりなした,開けました,開けなした,C
41,でした,開く,開きなした,開けました,開いた,開きました,D
42,でした,閉める,閉めました,閉めりなした,閉めた,閉めなした,A
43,でした,閉まる,閉まった,閉まりました,閉まれました,閉まりなした,B
44,でした,見せる,見せた,見せりなした,見せました,見せなした,C
45,でした,貸す,貸しなした,貸した,貸せました,貸しました,D
46,でした,借りる,借りました,借りりなした,借りた,借りなした,A
47,でした,教える,教えた,教えました,教えりなした,教えなした,B
48,でした,習う,習った,習えました,習いました,習いなした,C
49,でした,分かる,分かった,分かりなした,分かれました,分かりました,D
50,でした,分ける,分けました,分けりなした,分けた,分けなした,A
51,でした,忘れる,忘れた,忘れました,忘れりなした,忘れなした,B
52,でした,覚える,覚えりなした,覚えた,覚えました,覚えなした,C
53,でした,要る,いりました,いった,いれました,いりました,D
54,でした,置く,置きました,置いた,置けました,置きなした,A
55,でした,切る,切った,切りました,切れました,切りなした,B
56,でした,消す,消した,消せました,消しました,消しなした,C
57,でした,消える,消えた,消えりなした,消えなした,消えました,D
58,でした,押す,押しました,押した,押せました,押しなした,A
59,でした,引く,引いた,引きました,引けました,引きなした,B
60,でした,乗る,乗った,乗れました,乗りました,乗りなした,C
61,でした,降りる,降りた,降りりなした,降りなした,降りました,D
62,でした,着る,着ました,着た,着りなした,着なした,A
63,でした,脱ぐ,脱いだ,脱ぎました,脱げました,脱ぎなした,B
64,でした,洗う,洗った,洗えました,洗いました,洗いなした,C
65,でした,掃除する,掃除しなした,掃除した,掃除すりました,掃除しました,D
66,でした,洗濯する,洗濯しました,洗濯しなした,洗濯した,洗濯すりました,A
67,でした,晴れる,晴れた,晴れました,晴れりなした,晴れなした,B
68,でした,降る,降った,降れました,降りました,降りなした,C
69,でした,始まる,始まった,始まれました,始まりなした,始まりました,D
70,でした,終わる,終わりました,終わった,終われました,終わりなした,A
71,でした,返す,返した,返しました,返せました,返しなした,B
72,でした,撮る,撮った,撮れました,撮りました,撮りなした,C
73,でした,取る,取りなした,取った,取れました,取りました,D
74,でした,持つ,持ちました,持った,持てました,持ちなした,A
75,でした,持って行く,持って行った,持って行きました,持って行けました,持って行きなした,B
76,でした,持って来る,持ってきなした,持ってこました,持って来ました,持ってこなかった,C
77,でした,分かれる,分かれた,分かれりなした,分かれなした,分かれました,D
78,でした,困る,困りました,困った,困れました,困りなした,A
79,でした,死ぬ,死んだ,死にました,死ねました,死になした,B
80,でした,曲がる,曲がった,曲がれました,曲がりました,曲がりなした,C
81,でした,鳴く,鳴いた,鳴けました,鳴きなした,鳴きました,D
82,でした,笑う,笑いました,笑った,笑えました,笑いなした,A
83,でした,泣く,泣いた,泣きました,泣けました,泣きなした,B
84,でした,探す,探した,探せました,探しました,探しなした,C
85,でした,住む,住んだ,住めました,住みなした,住みました,D
86,でした,吸う,吸いました,吸った,吸えました,吸いなした,A
87,でした,聞こえる,聞こえた,聞こえました,聞こえりなした,聞こえなした,B
88,でした,見える,見えた,見えりなした,見えました,見えなした,C
89,でした,立てる,立てた,立てりなした,立てなした,立てました,D
90,でした,入れる,入れました,入れた,入れりなした,入れなした,A
91,でした,出す,出した,出しました,出せました,出しなした,B
92,でした,見つける,見つけた,見つけりなした,見つけました,見つけなした,C
93,でした,かかる,かかった,かかれました,かかりなした,かかりました,D
94,でした,頑張る,頑張りました,頑張った,頑張れました,頑張りなした,A
95,でした,練習する,練習しなした,練習しました,練習した,練習すりました,B
96,でした,散歩する,散歩した,散歩すりました,散歩しました,散歩なした,C
97,でした,結婚する,結婚しなした,結婚した,結婚すりました,結婚しました,D
98,でした,旅行する,旅行しました,旅行しなした,旅行した,旅行すりました,A
99,でした,有る,有った,ありました,有りなした,有れませんでした,B
100,でした,成る,成った,成れました,なりました,なりなした,C
101,でした,要る,いりました,いった,いれました,いりました,D
102,でした,頑張る,頑張りました,頑張った,頑張れました,頑張りなした,A
103,でした,練習する,練習しなした,練習しました,練習した,練習すりました,B
104,でした,散歩する,散歩した,散歩すりました,散歩しました,散歩なした,C
105,でした,結婚する,結婚しなした,結婚した,結婚すりました,結婚しました,D
106,でした,旅行する,旅行しました,旅行しなした,旅行した,旅行すりました,A
107,でした,有る,有った,ありました,有りなした,有れませんでした,B
108,でした,成る,成った,成れました,なりました,なりなした,C
109,られる,褒める,褒められる,褒めさせる,褒めるられる,褒まれる,A
110,られる,誘う,誘わさる,誘われる,誘える,誘うられる,B
111,られる,助ける,助かれる,助けさせる,助けられる,助けるられる,C
112,られる,頼む,頼める,頼まさせる,頼みられる,頼まれる,D
113,られる,招待する,招待されるられる,招待させる,招待される,招待したれる,C
114,られる,ある,ありえる,あられる,あらせる,あられるれる,B
115,られる,いる,いられる,いれる,いさせる,いらる,A
116,られる,行く,行かせる,行かれる,行ける,行きられる,B
117,られる,来る,来させる,来れる,来られる,来るられる,C
118,られる,帰る,帰りられる,帰らせる,帰れる,帰られる,D
119,られる,見る,見れる,見させる,見られる,見るられる,C
120,られる,聞く,聞ける,聞かれる,聞かせる,聞きられる,B
121,られる,話す,話される,話せる,話さる,話しられる,A
122,られる,言う,言える,言われる,言わせる,言いられる,B
123,られる,読む,読める,読ませる,読まれる,読みられる,C
124,られる,書く,書ける,書かせる,書かれるられる,書かれる,D
125,られる,食べる,食べれる,食べさせる,食べられる,食べられるれる,C
126,られる,飲む,飲める,飲まれる,飲ませる,飲みられる,B
127,られる,寝る,寝られる,寝れる,寝させる,寝るられる,A
128,られる,起きる,起きれる,起きられる,起きさせる,起きられるれる,B
129,られる,する,される,できる,させる,しられる,A
130,られる,勉強する,勉強される,勉強できる,勉強させる,勉強しられる,A
131,られる,働く,働ける,働かせる,働かれる,働きられる,C
132,られる,休む,休める,休ませる,休みられる,休まれる,D
133,られる,会う,会える,会わせる,会いられる,会われる,D
134,られる,買う,買える,買わせる,買われる,買いられる,C
135,られる,売る,売られる,売れる,売らせる,売りられる,A
136,られる,作る,作れる,作らせる,作りられる,作られる,D
137,られる,使う,使える,使われる,使わせる,使いられる,B
138,られる,泳ぐ,泳げる,泳がせる,泳がれる,泳ぎられる,C
139,られる,遊ぶ,遊ばれる,遊べる,遊ばせる,遊びられる,A
140,られる,歌う,歌える,歌われる,歌わせる,歌いられる,B
141,られる,待つ,待てる,待たせる,待たれる,待ちられる,C
142,られる,立つ,立てる,立たせる,立ちられる,立たれる,D
143,られる,座る,座れる,座られる,座らせる,座りられる,B
144,られる,歩く,歩かれる,歩ける,歩かせる,歩きられる,A
145,られる,走る,走れる,走らせる,走られる,走りられる,C
146,られる,入る,入れる,入らせる,入られる,入りられる,C
147,られる,出る,出られる,出れる,出させる,出られるれる,A
148,られる,開ける,開けれる,開けさせる,開けられるれる,開けられる,D
149,られる,開く,開ける,開かれる,開かせる,開きられる,B
150,られる,閉める,閉められる,閉めれる,閉めさせる,閉められるれる,A
151,られる,閉まる,閉まれる,閉まられる,閉まらせる,閉まりられる,B
152,られる,見せる,見せれる,見せさせる,見せられる,見せられるれる,C
153,られる,貸す,貸せる,貸させる,貸しられる,貸される,D
154,られる,借りる,借りられる,借りれる,借りさせる,借りられるれる,A
155,られる,教える,教えれる,教えられる,教えさせる,教えらる,B
156,られる,習う,習える,習わせる,習われる,習いられる,C
157,られる,分かる,分かれる,分からせる,分かりられる,分かられる,D
158,られる,分ける,分けられる,分けれる,分けさせる,分けられるれる,A
159,られる,忘れる,忘れれる,忘れられる,忘れさせる,忘れられるれる,B
160,られる,覚える,覚えれる,覚えさせる,覚えられる,覚えらる,C
161,られる,要る,要れる,要らせる,要りられる,要られる,D
162,られる,置く,置かれる,置ける,置かせる,置きられる,A
163,られる,切る,切れる,切られる,切らせる,切りられる,B
164,られる,消す,消せる,消させば,消される,消しられる,C
165,られる,消える,消えれる,消えさせる,消えらる,消えられる,D
166,られる,押す,押される,押せる,押させる,押しられる,A
167,られる,引く,引ける,引かれる,引かせる,引きられる,B
168,られる,乗る,乗れる,乗らせる,乗られる,乗りられる,C
169,られる,降りる,降りれる,降りさせる,降りられるれる,降りられる,D
170,られる,着る,着られる,着れる,着させる,着らる,A
171,られる,脱ぐ,脱げる,脱がれる,脱がせる,脱ぎられる,B
172,られる,洗う,洗える,洗わせる,洗われる,洗いられる,C
173,られる,掃除する,掃除できる,掃除させる,掃除しられる,掃除される,D
174,られる,洗濯する,洗濯される,洗濯できる,洗濯させる,洗濯しられる,A
175,られる,晴れる,晴れられる,晴れれる,晴れさせる,晴れらる,A
176,られる,降る,降れる,降られる,降らせる,降りられる,B
177,られる,始まる,始まられる,始まれる,始まらせる,始まりられる,A
178,られる,終わる,終われる,終わらせる,終わられる,終わりられる,C
179,られる,返す,返される,返せる,返させる,返しられる,A
180,られる,撮る,撮られる,撮れる,撮らせる,撮りられる,A
181,られる,取る,取れる,取られる,取らせる,取りられる,B
182,られる,持つ,持てる,持たれる,持たせる,持ちられる,B
183,られる,持って行く,持って行かれる,持って行ける,持って行かせる,持って行きられる,A
184,られる,持って来る,持って来れる,持って来られる,持って来させる,持って来らる,B
185,られる,分かれる,分かれれる,分かれさせる,分かれられる,分かれられるれる,C
186,られる,困る,困られる,困れる,困らせる,困りられる,A
187,られる,死ぬ,死ねる,死なれる,死なせる,死にられる,B
188,られる,曲がる,曲がれる,曲がらせる,曲がられる,曲がりられる,C
189,られる,鳴く,鳴ける,鳴かせる,鳴かれる,鳴きられる,C
190,られる,笑う,笑える,笑わせる,笑いられる,笑われる,D
191,られる,泣く,泣かれる,泣ける,泣かせる,泣きられる,A
192,られる,探す,探せる,探される,探させる,探しられる,B
193,られる,住む,住める,住ませる,住まれる,住みられる,C
194,られる,吸う,吸える,吸わせる,吸いられる,吸われる,D
195,られる,聞こえる,聞こえれる,聞こえられる,聞こえさせる,聞こえらる,B
196,られる,見える,見えれる,見えられる,見えさせる,見えらる,C
197,られる,立てる,立てれる,立てさせる,立てられるれる,立てられる,D
198,られる,入れる,入れられる,入れれる,入れさせる,入れられるれる,A
199,られる,出す,出せる,出される,出させる,出しられる,B
200,られる,見つける,見つけれる,見つけさせる,見つけられるれる,見つけられる,D
201,られる,かかる,かかられる,かかれる,かからせる,かかりられる,A
202,られる,頑張る,頑張れる,頑張らせる,頑張られる,頑張りられる,C
203,られる,練習する,練習できる,練習させる,練習しられる,練習される,D
204,られる,散歩する,散歩される,散歩できる,散歩させる,散歩しられる,A
205,られる,結婚する,結婚できる,結婚される,結婚させる,結婚しられる,B
206,られる,旅行する,旅行できる,旅行させる,旅行される,旅行しられる,C
207,られる,有る,有れる,有らせる,有りられる,荒れる,D
208,られる,成る,成られる,成れる,成らせる,成りられる,A
209,られる,要る,要れる,要られる,要らせる,要りられる,B
210,られる,頑張る,頑張れる,頑張らせる,頑張られる,頑張りられる,C
211,られる,練習する,練習できる,練習させる,練習しられる,練習される,D
212,られる,散歩する,散歩される,散歩できる,散歩させる,散歩しられる,A
213,られる,結婚する,結婚できる,結婚される,結婚させる,結婚しられる,B
214,られる,旅行する,旅行できる,旅行させる,旅行される,旅行しられる,C
215,られる,有る,有れる,有らせる,有りられる,荒れる,D
216,られる,成る,成られる,成れる,成らせる,成りられる,A
217,ーば,褒める,褒めば,褒めたら,褒めるば,褒めれば,D
218,ーば,誘う,誘うば,誘えば,誘わば,誘いたら,B
219,ーば,助ける,助けらば,助けるば,助ければ,助けたば,C
220,ーば,頼む,頼めば,頼みば,頼んだら,頼むば,A
221,ーば,招待する,招待しらば,招待すれば,招待したば,招待するば,B
222,ーば,ある,あるば,あったら,あれれば,あれば,D
223,ーば,いる,いれば,いるば,いたら,いれれば,A
224,ーば,行く,行きば,行ったら,行けば,行くば,C
225,ーば,来る,来たら,来れば,来ればば,来るば,B
226,ーば,帰る,帰りば,帰ったら,帰るば,帰れば,D
227,ーば,見る,見れば,見るば,見たら,見れれば,A
228,ーば,聞く,聞きば,聞いたら,聞けば,聞くば,C
229,ーば,話す,話しらば,話せば,話したら,話すば,B
230,ーば,言う,言わば,言ったら,言うば,言えば,D
231,ーば,読む,読めば,読みば,読んだら,読むば,A
232,ーば,書く,書きば,書いたら,書けば,書くば,C
233,ーば,食べる,食べたら,食べれば,食べるば,食べればば,B
234,ーば,飲む,飲みば,飲んだら,飲むば,飲めば,D
235,ーば,寝る,寝れば,寝るば,寝たら,寝ればば,A
236,ーば,起きる,起きたら,起きれれば,起きれば,起きるば,C
237,ーば,する,したば,すれば,したら,しらば,B
238,ーば,勉強する,勉強したば,勉強しらば,勉強するば,勉強すれば,D
239,ーば,働く,働けば,働きば,働いたら,働くば,A
240,ーば,休む,休んだら,休みば,休めば,休むば,C
241,ーば,会う,会わば,会えば,会ったら,会うば,B
242,ーば,買う,買わば,買ったら,買うば,買えば,D
243,ーば,売る,売れば,売りば,売ったら,売るば,A
244,ーば,作る,作りば,作ったら,作れば,作るば,C
245,ーば,使う,使わば,使えば,使ったら,使うば,B
246,ーば,泳ぐ,泳ぎば,泳いだら,泳ぐば,泳げば,D
247,ーば,遊ぶ,遊べば,遊びば,遊んだら,遊ぶば,A
248,ーば,歌う,歌わば,歌ったら,歌えば,歌うば,C
249,ーば,待つ,待ちば,待てば,待ったら,待つば,B
250,ーば,立つ,立たば,立ったら,立つば,立てば,D
251,ーば,座る,座れば,座りば,座ったら,座るば,A
252,ーば,歩く,歩きば,歩いたら,歩けば,歩くば,C
253,ーば,走る,走りば,走れば,走ったら,走るば,B
254,ーば,入る,入りば,入ったら,入るば,入れば,D
255,ーば,出る,出れば,出たら,出るば,出れれば,A
256,ーば,開ける,開けたら,開けるば,開ければ,開ければば,C
257,ーば,開く,開いたら,開くば,開けば,開きば,C
258,ーば,閉める,閉めれば,閉めるば,閉めたら,閉めればば,A
259,ーば,閉まる,閉まりば,閉まれば,閉まったら,閉まるば,B
260,ーば,見せる,見せば,見せたら,見せるば,見せれば,D
261,ーば,貸す,貸せば,貸しらば,貸したら,貸すば,A
262,ーば,借りる,借りたら,借りれば,借りるば,借りれれば,B
263,ーば,教える,教えば,教えたら,教えれば,教えるば,C
264,ーば,習う,習わば,習ったら,習うば,習えば,D
265,ーば,分かる,分かれば,分かりば,分かったら,分かるば,A
266,ーば,分ける,分けたば,分ければ,分けるば,分けたら,B
267,ーば,忘れる,忘れたら,忘れるば,忘れれば,忘れればば,C
268,ーば,覚える,覚えればば,覚えれば,覚えるば,覚えれば,D
269,ーば,要る,要れば,要りば,要ったら,要るば,A
270,ーば,置く,置きば,置けば,置いたら,置くば,B
271,ーば,切る,切ったら,切りば,切れば,切るば,C
272,ーば,消す,消したら,消すば,消しらば,消せば,D
273,ーば,消える,消えれば,消えるば,消えたら,消えればば,A
274,ーば,押す,押しらば,押せば,押したら,押すば,B
275,ーば,引く,引きば,引いたら,引けば,引くば,C
276,ーば,乗る,乗りば,乗ったら,乗るば,乗れば,D
277,ーば,降りる,降りれば,降りるば,降りたら,降りれれば,A
278,ーば,着る,着たら,着れば,着るば,着れれば,B
279,ーば,脱ぐ,脱ぎば,脱いだら,脱げば,脱ぐば,C
280,ーば,洗う,洗わば,洗ったら,洗うば,洗えば,D
281,ーば,掃除する,掃除すれば,掃除するば,掃除したば,掃除しらば,A
282,ーば,洗濯する,洗濯したば,洗濯すれば,洗濯するば,洗濯しらば,B
283,ーば,晴れる,晴れたら,晴れるば,晴れれば,晴れればば,C
